company name,industry33,stock market,stock number
やまねメディカル,サービス業,東証JASDAQ（グロース）,2144
データリンクス,サービス業,東証JASDAQ（スタンダード）,2145
ＵＴグループ,サービス業,東証プライム,2146
フジスタッフホールディングス,サービス業,ジ証,2147
アイティメディア,サービス業,東証プライム,2148
アジア・メディア・カンパニー・リミテッド,サービス業,東証マザーズ,2149
ケアネット,サービス業,東証グロース,2150
タケエイ,サービス業,東証1部,2151
幼児活動研究会,サービス業,東証スタンダード,2152
Ｅ・Ｊホールディングス,サービス業,東証プライム,2153
オープンアップグループ,サービス業,東証プライム,2154
カービュー,サービス業,東証マザーズ,2155
セーラー広告,サービス業,東証スタンダード,2156
コシダカホールディングス,サービス業,東証プライム,2157
ＦＲＯＮＴＥＯ,サービス業,東証グロース,2158
フルスピード,サービス業,東証スタンダード,2159
ｎｍｓ　ホールディングス,サービス業,東証スタンダード,2162
アルトナー,サービス業,東証プライム,2163
地域新聞社,サービス業,東証グロース,2164
メガロス,サービス業,東証,2165
ＭＩＣメディカル,サービス業,ジ証,2166
ウェブマネー,サービス業,ジ証,2167
パソナグループ,サービス業,東証プライム,2168
ＣＤＳ,サービス業,東証スタンダード,2169
リンクアンドモチベーション,サービス業,東証プライム,2170
インサイト,サービス業,札証アンビシャス,2172
博展,サービス業,東証グロース,2173
ＧＣＡ,サービス業,東証1部,2174
エス・エム・エス,サービス業,東証プライム,2175
イナリサーチ,サービス業,東証スタンダード,2176
ベンチャーリパブリック,サービス業,ジ証,2177
トライステージ,サービス業,東証グロース,2178
成学社,サービス業,東証スタンダード,2179
サニーサイドアップグループ,サービス業,東証プライム,2180
パーソルホールディングス,サービス業,東証プライム,2181
メディサイエンスプラニング,サービス業,東証JASDAQ（スタンダード）,2182
リニカル,サービス業,東証プライム,2183
シイエム・シイ,サービス業,東証スタンダード,2185
ソーバル,サービス業,東証スタンダード,2186
ＪＣＬバイオアッセイ,サービス業,東証JASDAQ（スタンダード）,2190
テラ,サービス業,東証スタンダード,2191
クックパッド,サービス業,東証スタンダード,2193
アミタホールディングス,サービス業,東証グロース,2195
エスクリ,サービス業,東証プライム,2196
アイ・ケイ・ケイホールディングス,サービス業,東証プライム,2198
きょくとう,サービス業,東証スタンダード,2300
学情,サービス業,東証プライム,2301
ＣＳＳホールディングス,サービス業,東証スタンダード,2304
スタジオアリス,サービス業,東証プライム,2305
シミックホールディングス,サービス業,東証プライム,2309
エプコ,サービス業,東証プライム,2311
モスインスティテュート,サービス業,へ証,2316
ＮＥＣフィールディング,サービス業,東証1部,2322
ピープルスタッフ,サービス業,ジ証,2324
ＮＪＳ,サービス業,東証プライム,2325
アリサカ,サービス業,ジ証,2328
綜合警備保障,サービス業,東証プライム,2331
イオレ,サービス業,東証グロース,2334
極楽湯ホールディングス,サービス業,東証スタンダード,2340
アルバイトタイムス,サービス業,東証スタンダード,2341
トランスジェニック,サービス業,東証グロース,2342
平安レイサービス,サービス業,東証スタンダード,2344
夢真ホールディングス,サービス業,東証JASDAQ（スタンダード）,2362
モック,サービス業,東証マザーズ,2363
ＬＥＯＣ,サービス業,ジ証,2366
メディビックグループ,サービス業,東証マザーズ,2369
メディネット,サービス業,東証グロース,2370
カカクコム,サービス業,東証プライム,2371
アイロムグループ,サービス業,東証プライム,2372
ケア２１,サービス業,東証スタンダード,2373
セントケア・ホールディング,サービス業,東証プライム,2374
ギグワークス,サービス業,東証スタンダード,2375
サイネックス,サービス業,東証スタンダード,2376
サイバーファーム,サービス業,へ証,2377
ルネサンス,サービス業,東証プライム,2378
ディップ,サービス業,東証プライム,2379
総医研ホールディングス,サービス業,東証グロース,2385
サイトサポート・インスティテュート,サービス業,東証マザーズ,2386
ヴァリック,サービス業,ジ証,2387
デジタルホールディングス,サービス業,東証プライム,2389
プラネット,サービス業,東証スタンダード,2391
セキュアード・キャピタル・ジャパン,サービス業,東証1部,2392
日本ケアサプライ,サービス業,東証スタンダード,2393
ジェイ・エー・エー,サービス業,東証2部,2394
新日本科学,サービス業,東証プライム,2395
パソナテック,サービス業,ジ証,2396
ＤＮＡチップ研究所,サービス業,東証スタンダード,2397
ツクイホールディングス,サービス業,東証1部,2398
綜合臨床ホールディングス,サービス業,東証1部,2399
ＳＯＭＰＯケアメッセージ,サービス業,東証JASDAQ（スタンダード）,2400
アマナ,サービス業,東証グロース,2402
リンク・ワン,サービス業,東証マザーズ,2403
鉄人化計画,サービス業,東証スタンダード,2404
ＦＵＪＩＫＯＨ,サービス業,東証2部,2405
アルテ　サロン　ホールディングス,サービス業,東証スタンダード,2406
ＫＧ情報,サービス業,東証スタンダード,2408
ネクストジャパンホールディングス,サービス業,東証マザーズ,2409
キャリアデザインセンター,サービス業,東証プライム,2410
ベネフィット・ワン,サービス業,東証プライム,2412
エムスリー,サービス業,東証プライム,2413
ヒューマンホールディングス,サービス業,東証スタンダード,2415
ローソンエンターメディア,サービス業,ジ証,2416
ツヴァイ,サービス業,東証2部,2417
ツカダ・グローバルホールディング,サービス業,東証プライム,2418
日本ＥＲＩ,サービス業,東証1部,2419
ＣＨＩＮＴＡＩ,サービス業,ジ証,2420
ブラス,サービス業,東証プライム,2424
ケアサービス,サービス業,東証スタンダード,2425
ピーアンドピー,サービス業,ジ証,2426
アウトソーシング,サービス業,東証プライム,2427
ウェルネット,サービス業,東証プライム,2428
ワールドホールディングス,サービス業,東証プライム,2429
デジタルスケープ,サービス業,へ証,2430
日本テクシード,サービス業,ジ証,2431
ディー・エヌ・エー,サービス業,東証プライム,2432
博報堂ＤＹホールディングス,サービス業,東証プライム,2433
丸誠,サービス業,東証JASDAQ（スタンダード）,2434
シダー,サービス業,東証スタンダード,2435
共同ピーアール,サービス業,東証スタンダード,2436
Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,サービス業,東証スタンダード,2437
アスカネット,サービス業,東証グロース,2438
ぐるなび,サービス業,東証プライム,2440
セレブリックス,サービス業,ジ証,2444
タカミヤ,サービス業,東証プライム,2445
ゼンケンホールディングス,サービス業,へ証,2446
太陽商会,サービス業,名証セントレックス,2447
イーコンテクスト,サービス業,へ証,2448
プラップジャパン,サービス業,東証スタンダード,2449
一休,サービス業,東証1部,2450
メディアクリエイト,サービス業,東証マザーズ,2451
ジャパンベストレスキューシステム,サービス業,東証プライム,2453
オールアバウト,サービス業,東証スタンダード,2454
夢テクノロジー,サービス業,東証JASDAQ（スタンダード）,2458
アウンコンサルティング,サービス業,東証スタンダード,2459
アプレシオ,サービス業,名証セントレックス,2460
ファンコミュニケーションズ,サービス業,東証プライム,2461
ライク,サービス業,東証プライム,2462
シニアコミュニケーション,サービス業,東証マザーズ,2463
ビジネス・ブレークスルー,サービス業,東証プライム,2464
ラヴィス,サービス業,ジ証,2465
ＰＧＭホールディングス,サービス業,東証1部,2466
バルクホールディングス,サービス業,名証ネクスト,2467
フュートレック,サービス業,東証スタンダード,2468
ヒビノ,サービス業,東証スタンダード,2469
エスプール,サービス業,東証プライム,2471
ジェネシス・テクノロジー,サービス業,東証2部,2473
ＷＤＢホールディングス,サービス業,東証プライム,2475
テンプスタッフ,サービス業,東証1部,2476
エムケーキャピタルマネージメント,サービス業,東証マザーズ,2478
ジェイテック,サービス業,東証グロース,2479
タウンニュース社,サービス業,東証スタンダード,2481
翻訳センター,サービス業,東証スタンダード,2483
ティア,サービス業,東証スタンダード,2485
フリーワーク,サービス業,へ証,2486
ＣＤＧ,サービス業,東証スタンダード,2487
ＪＴＰ,サービス業,東証スタンダード,2488
アドウェイズ,サービス業,東証プライム,2489
アミタ,サービス業,へ証,2490
バリューコマース,サービス業,東証プライム,2491
インフォマート,サービス業,東証プライム,2492
イーサポートリンク,サービス業,東証スタンダード,2493
メディカル・ケア・サービス,サービス業,名証セントレックス,2494
アキナジスタ,サービス業,札証アンビシャス,2495
アルク,サービス業,ジ証,2496
ユナイテッド,サービス業,東証グロース,2497
オリエンタルコンサルタンツホールディングス,サービス業,東証スタンダード,2498
日本和装ホールディングス,サービス業,東証スタンダード,2499
ＪＰホールディングス,サービス業,東証プライム,2749
ポラリス・ホールディングス,サービス業,東証スタンダード,3010
パシフィックネット,サービス業,東証スタンダード,3021
マーチャント・バンカーズ,サービス業,東証スタンダード,3121
ランシステム,サービス業,東証スタンダード,3326
エコナックホールディングス,サービス業,東証プライム,3521
デジタル・アドバタイジング・コンソーシアム,サービス業,東証JASDAQ（スタンダード）,4281
ＥＰＳホールディングス,サービス業,東証1部,4282
ＣＬホールディングス,サービス業,東証プライム,4286
プレステージ・インターナショナル,サービス業,東証プライム,4290
セプテーニ・ホールディングス,サービス業,東証スタンダード,4293
アミューズ,サービス業,東証プライム,4301
バックスグループ,サービス業,ジ証,4306
スパイア,サービス業,ジ証,4309
ドリームインキュベータ,サービス業,東証プライム,4310
ダヴィンチ・ホールディングス,サービス業,へ証,4314
日清医療食品,サービス業,ジ証,4315
レイ,サービス業,東証スタンダード,4317
クイック,サービス業,東証プライム,4318
ＴＡＣ,サービス業,東証スタンダード,4319
ケネディクス,サービス業,東証1部,4321
電通グループ,サービス業,東証プライム,4324
日本エス・エイチ・エル,サービス業,東証スタンダード,4327
テイクアンドギヴ・ニーズ,サービス業,東証プライム,4331
パソナ,サービス業,東証1部,4332
クリエアナブキ,サービス業,東証JASDAQ（スタンダード）,4336
ぴあ,サービス業,東証プライム,4337
西菱電機,サービス業,東証スタンダード,4341
セコム上信越,サービス業,東証2部,4342
イオンファンタジー,サービス業,東証プライム,4343
シーティーエス,サービス業,東証プライム,4345
ネクシィーズグループ,サービス業,東証プライム,4346
ブロードメディア,サービス業,東証スタンダード,4347
ロングライフホールディング,サービス業,東証スタンダード,4355
ラ・パルレ,サービス業,ジ証,4357
Ｈ．Ｕ．グループホールディングス,サービス業,東証プライム,4544
アルプス技研,サービス業,東証プライム,4641
オリジナル設計,サービス業,東証スタンダード,4642
市進ホールディングス,サービス業,東証スタンダード,4645
大成,サービス業,名証2部,4649
ＳＤエンターテイメント,サービス業,東証スタンダード,4650
サニックス,サービス業,東証プライム,4651
ダイオーズ,サービス業,東証プライム,4653
ニチゾウテック,サービス業,東証2部,4654
ＮＯＶＡ,サービス業,ジ証,4655
サン・ライフ,サービス業,東証JASDAQ（スタンダード）,4656
環境管理センター,サービス業,東証スタンダード,4657
日本空調サービス,サービス業,東証プライム,4658
エイジス,サービス業,東証スタンダード,4659
オリエンタルランド,サービス業,東証プライム,4661
アール・エス・シー,サービス業,東証スタンダード,4664
ダスキン,サービス業,東証プライム,4665
明光ネットワークジャパン,サービス業,東証プライム,4668
ニッパンレンタル,サービス業,東証JASDAQ（スタンダード）,4669
ファルコホールディングス,サービス業,東証プライム,4671
ベルックス,サービス業,ジ証,4672
川崎地質,サービス業,東証スタンダード,4673
エヌエス環境,サービス業,ジ証,4675
秀英予備校,サービス業,東証スタンダード,4678
田谷,サービス業,東証スタンダード,4679
ラウンドワン,サービス業,東証プライム,4680
リゾートトラスト,サービス業,東証プライム,4681
堀内カラー,サービス業,大証,4683
日本パレットプール,サービス業,東証スタンダード,4690
ワシントンホテル,サービス業,東証スタンダード,4691
ビー・エム・エル,サービス業,東証プライム,4694
マイスターエンジニアリング,サービス業,東証2部,4695
ワタベウェディング,サービス業,東証1部,4696
ウチダエスコ,サービス業,東証スタンダード,4699
プレック研究所,サービス業,ジ証,4701
クリップコーポレーション,サービス業,東証スタンダード,4705
キタック,サービス業,東証スタンダード,4707
りらいあコミュニケーションズ,サービス業,東証プライム,4708
東急コミュニティー,サービス業,東証1部,4711
ＫｅｙＨｏｌｄｅｒ,サービス業,東証スタンダード,4712
日信電子サービス,サービス業,東証2部,4713
リソー教育,サービス業,東証プライム,4714
早稲田アカデミー,サービス業,東証プライム,4718
城南進学研究社,サービス業,東証スタンダード,4720
ラディアホールディングス,サービス業,東証2部,4723
ウェアハウス,サービス業,東証1部,4724
ユニバーサルホーム,サービス業,ジ証,4731
ユー・エス・エス,サービス業,東証プライム,4732
京進,サービス業,東証スタンダード,4735
ニューディール,サービス業,東証マザーズ,4740
エイトコンサルタント,サービス業,東証2部,4742
東京個別指導学院,サービス業,東証プライム,4745
ｅ‐まちタウン,サービス業,東証マザーズ,4747
アドバックス,サービス業,東証マザーズ,4749
ダイサン,サービス業,東証スタンダード,4750
サイバーエージェント,サービス業,東証プライム,4751
トスネット,サービス業,東証スタンダード,4754
楽天グループ,サービス業,東証プライム,4755
カルチュア・コンビニエンス・クラブ,サービス業,東証1部,4756
インテリジェンス,サービス業,ジ証,4757
アルファ,サービス業,東証スタンダード,4760
クリーク・アンド・リバー社,サービス業,東証プライム,4763
モーニングスター,サービス業,東証プライム,4765
ピーエイ,サービス業,東証スタンダード,4766
テー・オー・ダブリュー,サービス業,東証プライム,4767
エフアンドエム,サービス業,東証スタンダード,4771
日本ハウズイング,サービス業,東証スタンダード,4781
ＧＭＯアドパートナーズ,サービス業,東証スタンダード,4784
サイバー・コミュニケーションズ,サービス業,東証マザーズ,4788
グレース,サービス業,大証,4790
山田コンサルティンググループ,サービス業,東証プライム,4792
デザインエクスチェンジ,サービス業,東証マザーズ,4794
オーベン,サービス業,東証マザーズ,4797
エル・シー・エーホールディングス,サービス業,東証2部,4798
セントラルスポーツ,サービス業,東証プライム,4801
ＪＤＣ信託,サービス業,東証マザーズ,4815
オープンループ,サービス業,へ証,4831
Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,サービス業,東証グロース,4833
キャリアバンク,サービス業,札証普通,4834
シダックス,サービス業,東証スタンダード,4837
トライアイズ,サービス業,東証グロース,4840
ダブルクリック,サービス業,へ証,4841
三幸,サービス業,ジ証,4843
フルキャストホールディングス,サービス業,東証プライム,4848
エン・ジャパン,サービス業,東証プライム,4849
リソルホールディングス,サービス業,東証プライム,5261
日本ＰＣサービス,サービス業,名証ネクスト,6025
ＧＭＯ　ＴＥＣＨ,サービス業,東証グロース,6026
弁護士ドットコム,サービス業,東証グロース,6027
テクノプロ・ホールディングス,サービス業,東証プライム,6028
アトラグループ,サービス業,東証スタンダード,6029
アドベンチャー,サービス業,東証グロース,6030
サイジニア,サービス業,東証グロース,6031
インターワークス,サービス業,東証スタンダード,6032
エクストリーム,サービス業,東証グロース,6033
ＭＲＴ,サービス業,東証グロース,6034
アイ・アールジャパンホールディングス,サービス業,東証プライム,6035
ＫｅｅＰｅｒ技研,サービス業,東証プライム,6036
ファーストロジック,サービス業,東証スタンダード,6037
イード,サービス業,東証グロース,6038
日本動物高度医療センター,サービス業,東証グロース,6039
日本スキー場開発,サービス業,東証グロース,6040
三機サービス,サービス業,東証スタンダード,6044
レントラックス,サービス業,東証グロース,6045
リンクバル,サービス業,東証グロース,6046
Ｇｕｎｏｓｙ,サービス業,東証プライム,6047
デザインワン・ジャパン,サービス業,東証スタンダード,6048
イトクロ,サービス業,東証グロース,6049
イー・ガーディアン,サービス業,東証プライム,6050
アイ・アールジャパン,サービス業,東証JASDAQ（スタンダード）,6051
イーピーミント,サービス業,東証JASDAQ（スタンダード）,6052
栄光ホールディングス,サービス業,東証2部,6053
リブセンス,サービス業,東証プライム,6054
ジャパンマテリアル,サービス業,東証プライム,6055
ベクトル,サービス業,東証プライム,6058
ウチヤマホールディングス,サービス業,東証スタンダード,6059
こころネット,サービス業,東証スタンダード,6060
ユニバーサル園芸社,サービス業,東証スタンダード,6061
チャーム・ケア・コーポレーション,サービス業,東証プライム,6062
日本エマージェンシーアシスタンス,サービス業,東証スタンダード,6063
アクトコール,サービス業,東証マザーズ,6064
ライクキッズ,サービス業,東証1部,6065
インパクトホールディングス,サービス業,東証グロース,6067
Ｐ＆Ｐホールディングス,サービス業,東証JASDAQ（スタンダード）,6068
トレンダーズ,サービス業,東証グロース,6069
キャリアリンク,サービス業,東証プライム,6070
ＩＢＪ,サービス業,東証プライム,6071
地盤ネットホールディングス,サービス業,東証グロース,6072
アサンテ,サービス業,東証プライム,6073
ジェイエスエス,サービス業,東証スタンダード,6074
フォトクリエイト,サービス業,東証マザーズ,6075
アメイズ,サービス業,福証普通,6076
Ｎ・フィールド,サービス業,東証1部,6077
バリューＨＲ,サービス業,東証プライム,6078
エナリス,サービス業,東証マザーズ,6079
Ｍ＆Ａキャピタルパートナーズ,サービス業,東証プライム,6080
アライドアーキテクツ,サービス業,東証グロース,6081
ライドオンエクスプレスホールディングス,サービス業,東証プライム,6082
ＥＲＩホールディングス,サービス業,東証スタンダード,6083
オウチーノ,サービス業,東証マザーズ,6084
アーキテクツ・スタジオ・ジャパン,サービス業,東証グロース,6085
シンメンテホールディングス,サービス業,東証グロース,6086
アビスト,サービス業,東証プライム,6087
シグマクシス・ホールディングス,サービス業,東証プライム,6088
ウィルグループ,サービス業,東証プライム,6089
ヒューマン・メタボローム・テクノロジーズ,サービス業,東証グロース,6090
ウエスコホールディングス,サービス業,東証スタンダード,6091
エンバイオ・ホールディングス,サービス業,東証グロース,6092
エスクロー・エージェント・ジャパン,サービス業,東証プライム,6093
フリークアウト・ホールディングス,サービス業,東証グロース,6094
メドピア,サービス業,東証プライム,6095
レアジョブ,サービス業,東証プライム,6096
日本ビューホテル,サービス業,東証1部,6097
リクルートホールディングス,サービス業,東証プライム,6098
エラン,サービス業,東証プライム,6099
土木管理総合試験所,サービス業,東証プライム,6171
メタップス,サービス業,東証グロース,6172
アクアライン,サービス業,東証グロース,6173
ネットマーケティング,サービス業,東証スタンダード,6175
ブランジスタ,サービス業,東証グロース,6176
ＡｐｐＢａｎｋ,サービス業,東証グロース,6177
日本郵政,サービス業,東証プライム,6178
ＧＭＯメディア,サービス業,東証グロース,6180
タメニー,サービス業,東証グロース,6181
メタリアル,サービス業,東証グロース,6182
ベルシステム２４ホールディングス,サービス業,東証プライム,6183
鎌倉新書,サービス業,東証プライム,6184
ＳＭＮ,サービス業,東証プライム,6185
一蔵,サービス業,東証スタンダード,6186
ＬＩＴＡＬＩＣＯ,サービス業,東証1部,6187
富士ソフトサービスビューロ,サービス業,東証スタンダード,6188
グローバルキッズＣＯＭＰＡＮＹ,サービス業,東証プライム,6189
フェニックスバイオ,サービス業,東証グロース,6190
エアトリ,サービス業,東証プライム,6191
ハイアス・アンド・カンパニー,サービス業,東証グロース,6192
バーチャレクス・ホールディングス,サービス業,東証グロース,6193
アトラエ,サービス業,東証プライム,6194
ホープ,サービス業,東証グロース,6195
ストライク,サービス業,東証プライム,6196
ソラスト,サービス業,東証プライム,6197
キャリア,サービス業,東証グロース,6198
セラク,サービス業,東証プライム,6199
インソース,サービス業,東証プライム,6200
リファインバース,サービス業,東証マザーズ,6531
ベイカレント・コンサルティング,サービス業,東証プライム,6532
Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,サービス業,東証プライム,6533
Ｄ．Ａ．コンソーシアムホールディングス,サービス業,東証2部,6534
アイモバイル,サービス業,東証プライム,6535
ＷＡＳＨハウス,サービス業,東証グロース,6537
キャリアインデックス,サービス業,東証プライム,6538
ＭＳ－Ｊａｐａｎ,サービス業,東証プライム,6539
船場,サービス業,東証スタンダード,6540
グレイステクノロジー,サービス業,東証1部,6541
ＦＣホールディングス,サービス業,東証スタンダード,6542
日宣,サービス業,東証スタンダード,6543
ジャパンエレベーターサービスホールディングス,サービス業,東証プライム,6544
インターネットインフィニティー,サービス業,東証グロース,6545
フルテック,サービス業,東証スタンダード,6546
グリーンズ,サービス業,東証スタンダード,6547
旅工房,サービス業,東証グロース,6548
ディーエムソリューションズ,サービス業,東証スタンダード,6549
Ｕｎｉｐｏｓ,サービス業,東証グロース,6550
ツナググループ・ホールディングス,サービス業,東証スタンダード,6551
ＧａｍｅＷｉｔｈ,サービス業,東証スタンダード,6552
ソウルドアウト,サービス業,東証プライム,6553
エスユーエス,サービス業,東証グロース,6554
ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,サービス業,東証スタンダード,6555
ウェルビー,サービス業,東証プライム,6556
ＡＩＡＩグループ,サービス業,東証グロース,6557
クックビズ,サービス業,東証グロース,6558
エル・ティー・エス,サービス業,東証プライム,6560
ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ,サービス業,東証グロース,6561
ジーニー,サービス業,東証グロース,6562
みらいワークス,サービス業,東証グロース,6563
ミダックホールディングス,サービス業,東証プライム,6564
ＡＢホテル,サービス業,東証スタンダード,6565
要興業,サービス業,東証スタンダード,6566
ＳＥＲＩＯホールディングス,サービス業,東証グロース,6567
神戸天然物化学,サービス業,東証グロース,6568
日総工産,サービス業,東証プライム,6569
共和コーポレーション,サービス業,東証スタンダード,6570
キュービーネットホールディングス,サービス業,東証プライム,6571
ＲＰＡホールディングス,サービス業,東証プライム,6572
アジャイルメディア・ネットワーク,サービス業,東証グロース,6573
コンヴァノ,サービス業,東証グロース,6574
ヒューマン・アソシエイツ・ホールディングス,サービス業,東証マザーズ,6575
ベストワンドットコム,サービス業,東証グロース,6577
エヌリンクス,サービス業,東証スタンダード,6578
ログリー,サービス業,東証グロース,6579
ライトアップ,サービス業,東証グロース,6580
ＲＶＨ,サービス業,東証スタンダード,6786
伊豆シャボテンリゾート,サービス業,東証スタンダード,6819
スプリックス,サービス業,東証プライム,7030
インバウンドテック,サービス業,東証グロース,7031
マネジメントソリューションズ,サービス業,東証プライム,7033
プロレド・パートナーズ,サービス業,東証プライム,7034
ａｎｄ　ｆａｃｔｏｒｙ,サービス業,東証プライム,7035
イーエムネットジャパン,サービス業,東証グロース,7036
テノ．ホールディングス,サービス業,東証プライム,7037
フロンティア・マネジメント,サービス業,東証プライム,7038
ブリッジインターナショナル,サービス業,東証グロース,7039
サン・ライフホールディング,サービス業,東証スタンダード,7040
ＣＲＧホールディングス,サービス業,東証グロース,7041
アクセスグループ・ホールディングス,サービス業,東証スタンダード,7042
アルー,サービス業,東証グロース,7043
ピアラ,サービス業,東証プライム,7044
ツクイスタッフ,サービス業,東証スタンダード,7045
ＴＤＳＥ,サービス業,東証グロース,7046
ポート,サービス業,東証グロース,7047
ベルトラ,サービス業,東証グロース,7048
識学,サービス業,東証グロース,7049
フロンティアインターナショナル,サービス業,東証グロース,7050
エヌ・シー・エヌ,サービス業,東証スタンダード,7057
共栄セキュリティーサービス,サービス業,東証スタンダード,7058
コプロ・ホールディングス,サービス業,東証プライム,7059
ギークス,サービス業,東証プライム,7060
日本ホスピスホールディングス,サービス業,東証グロース,7061
フレアス,サービス業,東証グロース,7062
Ｂｉｒｄｍａｎ,サービス業,東証グロース,7063
ハウテレビジョン,サービス業,東証グロース,7064
ユーピーアール,サービス業,東証スタンダード,7065
ピアズ,サービス業,東証グロース,7066
ブランディングテクノロジー,サービス業,東証グロース,7067
フィードフォースグループ,サービス業,東証グロース,7068
サイバー・バズ,サービス業,東証グロース,7069
ＳＩホールディングス,サービス業,東証グロース,7070
アンビスホールディングス,サービス業,東証スタンダード,7071
インティメート・マージャー,サービス業,東証グロース,7072
ジェイック,サービス業,東証グロース,7073
トゥエンティーフォーセブン,サービス業,東証グロース,7074
名南Ｍ＆Ａ,サービス業,名証メイン,7076
ＡＬｉＮＫインターネット,サービス業,東証グロース,7077
ＩＮＣＬＵＳＩＶＥ,サービス業,東証グロース,7078
ＷＤＢココ,サービス業,東証グロース,7079
スポーツフィールド,サービス業,東証グロース,7080
コーユーレンティア,サービス業,東証スタンダード,7081
ジモティー,サービス業,東証グロース,7082
ＡＨＣグループ,サービス業,東証グロース,7083
Ｋｉｄｓ　Ｓｍｉｌｅ　Ｈｏｌｄｉｎｇｓ,サービス業,東証グロース,7084
カーブスホールディングス,サービス業,東証プライム,7085
きずなホールディングス,サービス業,東証グロース,7086
ウイルテック,サービス業,東証スタンダード,7087
フォーラムエンジニアリング,サービス業,東証プライム,7088
フォースタートアップス,サービス業,東証グロース,7089
リグア,サービス業,東証グロース,7090
リビングプラットフォーム,サービス業,東証グロース,7091
Ｆａｓｔ　Ｆｉｔｎｅｓｓ　Ｊａｐａｎ,サービス業,東証プライム,7092
アディッシュ,サービス業,東証グロース,7093
ＮｅｘＴｏｎｅ,サービス業,東証グロース,7094
Ｍａｃｂｅｅ　Ｐｌａｎｅｔ,サービス業,東証グロース,7095
ステムセル研究所,サービス業,東証グロース,7096
さくらさくプラス,サービス業,東証グロース,7097
グッドパッチ,サービス業,東証グロース,7351
Ｂｒａｎｄｉｎｇ　Ｅｎｇｉｎｅｅｒ,サービス業,東証グロース,7352
ＫＩＹＯラーニング,サービス業,東証グロース,7353
ダイレクトマーケティングミックス,サービス業,東証プライム,7354
Ｒｅｔｔｙ,サービス業,東証グロース,7356
ジオコード,サービス業,東証スタンダード,7357
ポピンズ,サービス業,東証プライム,7358
東京通信,サービス業,東証グロース,7359
オンデック,サービス業,東証グロース,7360
ヒューマンクリエイションホールディングス,サービス業,東証グロース,7361
Ｔ．Ｓ．Ｉ,サービス業,東証グロース,7362
ベビーカレンダー,サービス業,東証グロース,7363
シック・ホールディングス,サービス業,東証グロース,7365
ＬＩＴＡＬＩＣＯ,サービス業,東証プライム,7366
セルム,サービス業,東証スタンダード,7367
表示灯,サービス業,東証スタンダード,7368
メイホーホールディングス,サービス業,東証グロース,7369
Ｅｎｊｉｎ,サービス業,東証グロース,7370
全研本社,サービス業,東証グロース,7371
デコルテ・ホールディングス,サービス業,東証グロース,7372
アイドマ・ホールディングス,サービス業,東証グロース,7373
コンフィデンス,サービス業,東証グロース,7374
リファインバースグループ,サービス業,東証グロース,7375
ＢＣＣ,サービス業,東証グロース,7376
ＤＮホールディングス,サービス業,東証スタンダード,7377
アシロ,サービス業,東証グロース,7378
サーキュレーション,サービス業,東証グロース,7379
プラザクリエイト本社,サービス業,東証スタンダード,7502
ジャパンケアサービスグループ,サービス業,ジ証,7566
アドバンテッジリスクマネジメント,サービス業,東証プライム,8769
リログループ,サービス業,東証プライム,8876
東祥,サービス業,東証スタンダード,8920
エフ・コード,サービス業,東証グロース,9211
Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,サービス業,東証グロース,9212
セイファート,サービス業,東証スタンダード,9213
Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,サービス業,東証グロース,9214
ＣａＳｙ,サービス業,東証グロース,9215
ビーウィズ,サービス業,東証プライム,9216
メンタルヘルステクノロジーズ,サービス業,東証グロース,9218
ギックス,サービス業,東証グロース,9219
エフビー介護サービス,サービス業,東証スタンダード,9220
フルハシＥＰＯ,サービス業,東証スタンダード,9221
ＡＳＮＯＶＡ,サービス業,名証ネクスト,9223
マイクロ波化学,サービス業,東証グロース,9227
サンウェルズ,サービス業,東証グロース,9229
デリバリーコンサルティング,サービス業,東証グロース,9240
フューチャーリンクネットワーク,サービス業,東証グロース,9241
メディア総研,サービス業,東証グロース,9242
デジタリフト,サービス業,東証グロース,9244
リベロ,サービス業,東証グロース,9245
プロジェクトカンパニー,サービス業,東証グロース,9246
ＴＲＥホールディングス,サービス業,東証プライム,9247
人・夢・技術グループ,サービス業,東証プライム,9248
日本エコシステム,サービス業,東証スタンダード,9249
ＧＲＣＳ,サービス業,東証グロース,9250
ＡＢ＆Ｃｏｍｐａｎｙ,サービス業,東証グロース,9251
ラストワンマイル,サービス業,東証グロース,9252
スローガン,サービス業,東証グロース,9253
ラバブルマーケティンググループ,サービス業,東証グロース,9254
サクシード,サービス業,東証グロース,9256
ＹＣＰホールディングスＪＤＲ,サービス業,東証グロース,9257
ＣＳ－Ｃ,サービス業,東証グロース,9258
タカヨシ,サービス業,東証グロース,9259
ブティックス,サービス業,東証グロース,9272
大栄環境,サービス業,東証プライム,9336
トリドリ,サービス業,東証グロース,9337
ＩＮＦＯＲＩＣＨ,サービス業,東証グロース,9338
コーチ・エィ,サービス業,東証スタンダード,9339
